,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
bond prices volatility%,0.09611737361281779,0.2111464122561618,0.5282931058365813,0.9302388519798964,1.9138798735088063,3.0375777085633504,4.652056223300814,11.186942466602456,20.31547258113015
