NEW_DATE,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2018-11-14,2.52,2.71,2.86,2.92,2.95,3.04,3.12,3.26,3.35
2018-11-15,2.51,2.7,2.86,2.91,2.94,3.02,3.11,3.27,3.36
2018-11-16,2.5,2.68,2.81,2.85,2.9,2.99,3.08,3.23,3.33
2018-11-19,2.52,2.66,2.79,2.82,2.87,2.97,3.06,3.22,3.32
2018-11-20,2.51,2.67,2.79,2.83,2.88,2.97,3.06,3.22,3.31
2018-11-21,2.52,2.67,2.81,2.84,2.89,2.98,3.06,3.22,3.31
2018-11-23,2.52,2.67,2.81,2.83,2.88,2.97,3.05,3.21,3.31
2018-11-26,2.54,2.7,2.84,2.86,2.9,2.98,3.07,3.22,3.32
2018-11-27,2.53,2.7,2.83,2.86,2.89,2.98,3.06,3.22,3.32
2018-11-28,2.53,2.69,2.81,2.84,2.87,2.97,3.06,3.23,3.34
2018-11-29,2.52,2.69,2.81,2.83,2.85,2.94,3.03,3.21,3.33
2018-11-30,2.52,2.7,2.8,2.83,2.84,2.92,3.01,3.19,3.3
2018-12-03,2.56,2.72,2.83,2.84,2.83,2.9,2.98,3.15,3.27
2018-12-04,2.58,2.71,2.8,2.81,2.79,2.84,2.91,3.05,3.16
2018-12-06,2.56,2.7,2.75,2.76,2.75,2.8,2.87,3.01,3.14
2018-12-07,2.54,2.68,2.72,2.72,2.7,2.77,2.85,3.01,3.14
2018-12-10,2.54,2.69,2.72,2.73,2.71,2.77,2.85,3.0,3.13
2018-12-11,2.55,2.7,2.78,2.78,2.75,2.81,2.89,3.02,3.13
2018-12-12,2.56,2.7,2.77,2.78,2.77,2.84,2.91,3.04,3.15
2018-12-13,2.56,2.69,2.75,2.76,2.75,2.83,2.91,3.05,3.16
2018-12-14,2.56,2.68,2.73,2.72,2.73,2.81,2.89,3.03,3.14
2018-12-17,2.54,2.66,2.7,2.68,2.69,2.77,2.86,3.0,3.11
2018-12-18,2.53,2.64,2.65,2.64,2.65,2.74,2.82,2.96,3.07
2018-12-19,2.54,2.62,2.63,2.61,2.62,2.69,2.77,2.89,3.0
2018-12-20,2.55,2.64,2.67,2.65,2.65,2.72,2.79,2.92,3.02
2018-12-21,2.54,2.62,2.63,2.61,2.64,2.72,2.79,2.92,3.03
2018-12-24,2.52,2.61,2.55,2.56,2.58,2.66,2.74,2.88,3.0
2018-12-26,2.54,2.61,2.61,2.6,2.67,2.74,2.81,2.94,3.06
2018-12-27,2.49,2.58,2.56,2.55,2.6,2.68,2.77,2.92,3.05
2018-12-28,2.48,2.57,2.52,2.5,2.56,2.63,2.72,2.89,3.04
