,factor1,factor2,factor3
0,0.31419618803995647,-0.7409500379864362,0.05363126219582176
1,0.3249234900075123,-0.4467626903610906,0.22391722498017155
2,0.33165074176279846,0.15818232482171773,0.5329109677194002
3,0.3346499042094914,0.26819580025293893,0.3866433891166815
4,0.3386679280310639,0.2744371508732031,0.10621265826750997
5,0.34024213265357295,0.23200098633240573,-0.09409963444186004
6,0.3404521164648579,0.1499191853246132,-0.262343873843243
7,0.33781663101484644,0.05144932676079165,-0.44091978059304304
8,0.33650306693719,-0.013509321180450048,-0.4797156690890572
