NEW_DATE,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2014-01-02,0.4995504046358278,0.9987016878058523,1.9922303018228906,2.9773719730051607,4.915454187966968,6.83526999316473,9.70873786407767,19.290123456790123,28.86836027713626
2014-01-03,0.4995004995004996,0.9987016878058523,1.9918334827208446,2.9761904761904763,4.9149710016710895,6.83460261667643,9.707795359673819,19.288263091908576,28.865582603675556
2014-01-06,0.49960031974420466,0.998801438274071,1.9920318725099602,2.976781107362572,4.916420845624386,6.837272904864231,9.710623422023694,19.29384526336099,28.87391722810395
2014-01-07,0.49960031974420466,0.9987016878058523,1.9920318725099602,2.9761904761904763,4.916904317041991,6.837940802969619,9.712509712509712,19.297568506368197,28.87947631882942
2014-01-08,0.49960031974420466,0.9987016878058523,1.9914368216668328,2.974125111529692,4.913039206052864,6.833268254588051,9.707795359673819,19.29198418057297,28.87391722810395
2014-01-09,0.4997001798920648,0.9987016878058523,1.9912385503783354,2.97441998810232,4.914004914004914,6.83526999316473,9.711566475672525,19.301293186643505,28.87947631882942
2014-01-10,0.4997001798920648,0.998801438274071,1.9922303018228906,2.977076510866329,4.919323101141283,6.84328868902141,9.720062208398135,19.31620629708325,28.90173410404624
2014-01-13,0.4997001798920648,0.9989012086704624,1.9922303018228906,2.9779630732578912,4.921259842519685,6.84596577017115,9.723842862699339,19.319938176197837,28.910089621277823
2014-01-14,0.4997001798920648,0.9989012086704624,1.9922303018228906,2.976781107362572,4.918839153959666,6.842619745845553,9.720062208398135,19.31620629708325,28.90173410404624
2014-01-15,0.4997001798920648,0.9987016878058523,1.9918334827208446,2.9758952484872534,4.9173878835562554,6.840613700772011,9.718172983479107,19.31434089811685,28.89895000481649
2014-01-16,0.49965024482862,0.9989012086704624,1.9918334827208446,2.9761904761904763,4.918355301987016,6.842619745845553,9.721952167995333,19.319938176197837,28.910089621277823
2014-01-17,0.49965024482862,0.9989012086704624,1.9920318725099602,2.976485762476436,4.919323101141283,6.844626967830254,9.723842862699339,19.32367149758454,28.915662650602407
2014-01-21,0.49965024482862,0.998801438274071,1.9920318725099602,2.9758952484872534,4.91787154519524,6.84328868902141,9.722897423432183,19.32367149758454,28.918449971081547
2014-01-22,0.49965024482862,0.9989012086704624,1.9912385503783354,2.974714923153198,4.915454187966968,6.839945280437756,9.72100709633518,19.319938176197837,28.915662650602407
2014-01-23,0.49975012493753124,0.9989012086704624,1.9922303018228906,2.977076510866329,4.920291281243849,6.846635367762128,9.728572818367546,19.334880123743233,28.935185185185187
2014-01-24,0.4997001798920648,0.9989012086704624,1.9926272790674504,2.9776674937965257,4.922228785193935,6.8493150684931505,9.7323600973236,19.342359767891683,28.946352759552298
2014-01-27,0.49965024482862,0.9989012086704624,1.9926272790674504,2.9773719730051607,4.920775514221042,6.846635367762128,9.72951936174353,19.336749492410327,28.93797627085946
2014-01-28,0.49965024482862,0.9989012086704624,1.9924287706714485,2.9776674937965257,4.92174426616793,6.847974955977304,9.730466089325677,19.336749492410327,28.935185185185187
2014-01-29,0.49965024482862,0.9989012086704624,1.9928258270227182,2.978850163836759,4.925137903861308,6.852667645619187,9.7380465478625,19.349845201238388,28.951939779965258
2014-01-30,0.4997001798920648,0.9990009990009991,1.9928258270227182,2.978554408260524,4.923682914820286,6.849985321460025,9.735202492211837,19.342359767891683,28.943560057887122
2014-01-31,0.4997001798920648,0.9990009990009991,1.9932230416583614,2.9794418512265373,4.926593753079121,6.854009595613433,9.739943508327652,19.35171746492501,28.954734099025192
2014-02-03,0.49965024482862,0.9989012086704624,1.9940179461615157,2.9809220985691574,4.929022082018927,6.858038600960126,9.745638826625084,19.36295866008326,28.971511347175277
2014-02-04,0.49965024482862,0.998801438274071,1.9938191606021332,2.9806259314456036,4.928050463236744,6.856695072974826,9.742790335151987,19.355463079454175,28.960324355632782
2014-02-05,0.49965024482862,0.998801438274071,1.993620414673046,2.9803298231670974,4.926108374384237,6.853338554924613,9.737098344693282,19.342359767891683,28.940767895041482
2014-02-06,0.49960031974420466,0.9987016878058523,1.993421708362404,2.9794418512265373,4.925137903861308,6.851326221004208,9.734254842791783,19.338619222587507,28.93797627085946
2014-02-07,0.4995504046358278,0.998801438274071,1.9940179461615157,2.9803298231670974,4.927564797477087,6.854009595613433,9.736150326161036,19.34423058322855,28.93797627085946
2014-02-10,0.4995004995004996,0.998801438274071,1.993620414673046,2.9803298231670974,4.927079227433977,6.854009595613433,9.737098344693282,19.34610176049526,28.940767895041482
2014-02-11,0.4995004995004996,0.998801438274071,1.993024414549078,2.978850163836759,4.924167815639157,6.849985321460025,9.7323600973236,19.338619222587507,28.932394637862863
2014-02-12,0.4995504046358278,0.998801438274071,1.993024414549078,2.9779630732578912,4.92174426616793,6.847305096351365,9.727626459143968,19.33301111648139,28.924026224450447
2014-02-13,0.49960031974420466,0.998801438274071,1.993620414673046,2.9791459781529297,4.925623091321053,6.851996867658574,9.734254842791783,19.342359767891683,28.929604628736744
2014-02-14,0.49965024482862,0.9989012086704624,1.993620414673046,2.978850163836759,4.924652811976755,6.851326221004208,9.7323600973236,19.340489314379653,28.932394637862863
2014-02-18,0.49960031974420466,0.998801438274071,1.9938191606021332,2.9800337737161025,4.926108374384237,6.853338554924613,9.736150326161036,19.342359767891683,28.935185185185187
2014-02-19,0.4995504046358278,0.9989012086704624,1.993421708362404,2.9794418512265373,4.924652811976755,6.851326221004208,9.734254842791783,19.338619222587507,28.926815157651145
