Curve:USD.OIS,,,,,,,,,,
Instruement,Type,Start Tenor,Tenor,Market Quote,Leg1 Freq,Leg2 Freq,DiscountCurve,ForwardCurve,Leg2 DiscountCurve,Leg2 ForwardCurve
Instruement,Type,Start Tenor,Tenor,Market Quote,Leg1 Freq,Leg2 Freq,DiscountCurve,ForwardCurve,Leg2 DiscountCurve,Leg2 ForwardCurve
Libor3M6M Basis Swap,basis swap,Spot,1Y,0.0006,3M,6M,USD.OIS,USD.LIBOR.3M,USD.OIS,USD.LIBOR.6M
Libor3M6M Basis Swap,basis swap,Spot,2Y,0.0006,3M,6M,USD.OIS,USD.LIBOR.3M,USD.OIS,USD.LIBOR.6M
Libor3M6M Basis Swap,basis swap,Spot,3Y,0.0006,3M,6M,USD.OIS,USD.LIBOR.3M,USD.OIS,USD.LIBOR.6M
Libor3M6M Basis Swap,basis swap,Spot,4Y,0.0007,3M,6M,USD.OIS,USD.LIBOR.3M,USD.OIS,USD.LIBOR.6M
Libor3M6M Basis Swap,basis swap,Spot,5Y,0.0007,3M,6M,USD.OIS,USD.LIBOR.3M,USD.OIS,USD.LIBOR.6M
Libor3M6M Basis Swap,basis swap,Spot,6Y,0.0008,3M,6M,USD.OIS,USD.LIBOR.3M,USD.OIS,USD.LIBOR.6M
Libor3M6M Basis Swap,basis swap,Spot,7Y,0.0008,3M,6M,USD.OIS,USD.LIBOR.3M,USD.OIS,USD.LIBOR.6M
Libor3M6M Basis Swap,basis swap,Spot,8Y,0.0009,3M,6M,USD.OIS,USD.LIBOR.3M,USD.OIS,USD.LIBOR.6M
Libor3M6M Basis Swap,basis swap,Spot,10Y,0.0009,3M,6M,USD.OIS,USD.LIBOR.3M,USD.OIS,USD.LIBOR.6M
Libor3M6M Basis Swap,basis swap,Spot,12Y,0.0009,3M,6M,USD.OIS,USD.LIBOR.3M,USD.OIS,USD.LIBOR.6M
Libor3M6M Basis Swap,basis swap,Spot,15Y,0.001,3M,6M,USD.OIS,USD.LIBOR.3M,USD.OIS,USD.LIBOR.6M
Libor3M6M Basis Swap,basis swap,Spot,20Y,0.001,3M,6M,USD.OIS,USD.LIBOR.3M,USD.OIS,USD.LIBOR.6M
Libor3M6M Basis Swap,basis swap,Spot,25Y,0.001,3M,6M,USD.OIS,USD.LIBOR.3M,USD.OIS,USD.LIBOR.6M
Libor3M6M Basis Swap,basis swap,Spot,30Y,0.001,3M,6M,USD.OIS,USD.LIBOR.3M,USD.OIS,USD.LIBOR.6M
